"Region_ID","Region_name","Region_class","Sv_mean_38","NASC_38","Sv_max_38","Sv_min_38","Height_mean","Depth_mean","VL_start","VL_end","Date_M","Time_M","Lat_M","Lon_M","EV_filename","Uncorrected_length","Uncorrected_thickness","Uncorrected_perimeter","Uncorrected_area","Standard_deviation","Skewness","Kurtosis","Attack_angle","Corrected_length","Corrected_thickness","Corrected_perimeter","Corrected_area","Image_compactness","Corrected_mean_amplitude","Corrected_MVBS","Coefficient_of_variation_38","Horizontal_roughness_coefficient","Vertical_roughness_coefficient","X3D_school_area","X3D_school_volume","ABC_38","ABC_noise","Area_Backscatter_Strength_38","Thickness_mean","Range_mean","Frequency","Sv_mean_70","NASC_70","Sv_max_70","Sv_min_70","ABC_70","Coefficient_of_variation_70","Area_Backscatter_Strength_70","Sv_mean_120","NASC_120","Sv_max_120","Sv_min_120","ABC_120","Coefficient_of_variation_120","Area_Backscatter_Strength_120","Sv_mean_200","NASC_200","Sv_max_200","Sv_min_200","ABC_200","Coefficient_of_variation_200","Area_Backscatter_Strength_200","ddB70","ddB120","ddB200","Sv_mean_18"
35," Region35","Mun",-58.107534,50.094257,-50.199832,-69.726108,0.751709,21.809053,1763.235874,1763.275523,20161002," 15:47:00.42",-14.28448785,-76.79083333," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Malagua\Cr170910_JOB_Malagua\JOB_170910_Lance_121_Malagua\L121.EV",84.225289,1.548073,201.552168,63.60427,1.76e-06,1.981543,4.307949,5.866852,81.990179,1.164073,196.313947,46.558006,65.871579,1.18e-06,-59.290663,149.433434,3.29e-06,8.37e-07,381.770199,22.171773,1.16e-06,0,-59.34703892,0.751709,21.809053,38,-52.810328,169.632291,-44.483641,-69.926429,3.94e-06,164.231125,-54.04983307,-47.887967,526.919876,-38.564759,-68.655999,1.22e-05,169.774814,-49.12747254,-42.963817,1637.418217,-36.434987,-69.068146,3.8e-05,125.146287,-44.20332217,-5.297206,-10.219567,-15.143717,NA
36," Region36","Mun",-56.371906,113.233475,-46.225295,-69.852841,1.139393,21.115058,1763.31505,1763.416782,20161002," 15:49:08.43",-14.28263785,-76.79093333," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Malagua\Cr170910_JOB_Malagua\JOB_170910_Lance_121_Malagua\L121.EV",208.829845,3.1929,464.749391,226.661035,2.84e-06,2.42993,8.319268,6.589058,206.398917,2.8089,459.119536,197.080061,85.113607,2.04e-06,-56.897164,138.874689,8.38e-06,1.75e-06,2319.016065,169.686403,2.63e-06,0,-55.80516999,1.139393,21.115058,38,-52.349048,285.930598,-41.699184,-69.666387,6.63e-06,137.439119,-51.78231202,-47.067902,964.662333,-37.62734,-69.815055,2.24e-05,143.483288,-46.50116513,-42.519061,2749.535697,-33.902708,-69.999706,6.38e-05,126.859485,-41.95232472,-4.022858,-9.30400400000001,-13.852845,NA
37," Region37","Mun",-55.409283,96.935074,-46.007415,-69.61105,0.781479,2.757044,1763.382502,1763.399138,20161002," 15:49:37.23",-14.2822432,-76.79099014," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Malagua\Cr170910_JOB_Malagua\JOB_170910_Lance_121_Malagua\L121.EV",35.103889,1.354564,83.457465,27.55321,3.67e-06,3.040053,13.099487,6.975533,34.767815,0.970564,82.017316,19.553252,27.376773,2.07e-06,-56.829831,176.984022,9.65e-06,3.33e-06,134.977534,8.910369,2.25e-06,0,-56.48010887,0.781479,2.757044,38,-48.718919,452.394525,-37.549772,-68.204226,1.05e-05,279.604134,-49.78974493,-47.750496,565.404965,-39.280706,-69.382183,1.31e-05,172.107488,-48.82132216,-45.515723,945.881944,-37.384817,-69.026814,2.19e-05,172.651436,-46.58654899,-6.690364,-7.658787,-9.89356,NA
38," Region38","Mun",-58.40113,49.071246,-54.568344,-68.397413,0.787859,22.949503,1763.459226,1763.465508,20161002," 15:51:32.43",-14.2812,-76.79128333," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Malagua\Cr170910_JOB_Malagua\JOB_170910_Lance_121_Malagua\L121.EV",18.274212,1.0643,37.394363,16.05779,9.7e-07,0.403674,-0.927262,5.977039,15.877969,0.6803,31.833877,8.918227,9.042545,9.59e-07,-60.180721,101.166196,1.09e-06,5.09e-07,43.207139,4.218997,1.14e-06,0,-59.43664752,0.787859,22.949503,38,-52.791157,178.576526,-45.766304,-64.817347,4.14e-06,164.674497,-53.82667465,-49.477323,383.007933,-43.43944,-66.660617,8.89e-06,141.769881,-50.51284065,-44.476909,1211.292875,-40.02454,-67.331301,2.81e-05,109.609217,-45.51242672,-5.609973,-8.923807,-13.924221,NA
39," Region39","Mun",-57.727654,96.424155,-48.630491,-69.973117,1.325743,22.962531,1763.473453,1763.530065,20161002," 15:52:28.43",-14.28053333,-76.79151217," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Malagua\Cr170910_JOB_Malagua\JOB_170910_Lance_121_Malagua\L121.EV",127.878173,2.805882,389.233138,169.529735,2.01e-06,2.161181,6.262257,6.021606,125.46266,2.421882,383.634111,143.564655,81.578748,1.47e-06,-58.323141,136.621025,4.99e-06,1.48e-06,1215.423145,129.469301,2.24e-06,0,-56.50305992,1.325743,22.962531,38,-52.372713,330.887198,-42.783661,-69.922886,7.68e-06,131.290996,-51.14811869,-47.36202,1048.936764,-38.243616,-69.783806,2.43e-05,137.223248,-46.13742527,-42.255294,3399.553312,-33.354203,-68.743532,7.89e-05,136.420913,-41.03069978,-5.354941,-10.365634,-15.47236,NA
40," Region40","Mun",-56.967786,102.765863,-49.35924,-69.82732,1.186139,22.228702,1763.563719,1763.602232,20161002," 15:54:15.64",-14.27928333,-76.79205," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Malagua\Cr170910_JOB_Malagua\JOB_170910_Lance_121_Malagua\L121.EV",83.334237,2.709128,195.813971,95.053391,1.98e-06,1.86706,4.485904,6.370688,80.86009,2.325128,190.097676,79.158162,36.328549,1.75e-06,-57.57234,113.168941,3.97e-06,1.09e-06,752.040131,64.470551,2.38e-06,0,-56.22642961,1.186139,22.228702,38,-52.861417,264.536626,-45.12599,-69.592316,6.14e-06,112.569267,-52.12006024,-47.209545,972.01514,-38.23462,-68.479615,2.26e-05,128.359289,-46.46818805,-42.487758,2883.046576,-33.418728,-69.398345,6.69e-05,120.676987,-41.74640176,-4.10636899999999,-9.758241,-14.480028,NA
41," Region41","Mun",-57.283412,107.130042,-49.796674,-69.917342,1.329721,22.086488,1763.656536,1763.740406,20161002," 15:56:46.04",-14.27738333,-76.79315446," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Malagua\Cr170910_JOB_Malagua\JOB_170910_Lance_121_Malagua\L121.EV",187.808949,3.579919,536.604085,255.753823,1.88e-06,1.717947,3.288356,6.204871,185.414742,3.195919,531.047673,225.409739,99.559907,1.68e-06,-57.742901,111.956974,4.1e-06,1e-06,2370.281779,215.337341,2.49e-06,0,-56.04580559,1.329721,22.086488,38,-53.124695,279.114885,-43.569578,-69.586603,6.48e-06,119.188181,-51.88708837,-47.768027,958.185943,-39.425642,-67.834055,2.22e-05,115.819436,-46.53042039,-42.829681,2987.338095,-34.358252,-64.921862,6.93e-05,119.820117,-41.59207457,-4.158717,-9.515385,-14.453731,NA
42," Region42","Mun",-57.764978,83.723377,-48.736322,-69.913298,1.161055,21.79598,1763.771342,1763.807574,20161002," 15:59:22.85",-14.27635,-76.79388333," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Malagua\Cr170910_JOB_Malagua\JOB_170910_Lance_121_Malagua\L121.EV",81.1669,2.709128,215.609121,97.182284,1.73e-06,2.303947,8.957651,6.023043,78.873552,2.325128,210.254425,81.05072,43.40338,1.45e-06,-58.371462,118.6471,3.98e-06,8.12e-07,733.564317,66.365454,1.94e-06,0,-57.11645096,1.161055,21.79598,38,-52.629905,273.120314,-42.963078,-69.80769,6.34e-06,126.274346,-51.98137832,-48.293852,741.240742,-41.906788,-68.69393,1.72e-05,99.398789,-47.64532552,-43.066398,2470.044114,-34.562325,-67.374648,5.73e-05,122.283097,-42.41787125,-5.135073,-9.471126,-14.69858,NA
43," Region43","Mun",-44.842954,1484.510898,-35.425897,-68.119845,1.050478,14.135077,1763.827848,1763.836292,20161002," 16:00:25.25",-14.27575989,-76.79429011," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Malagua\Cr170910_JOB_Malagua\JOB_170910_Lance_121_Malagua\L121.EV",23.489792,1.257809,60.351802,25.005217,6.18e-05,2.690386,7.110417,10.530837,20.884457,0.873809,54.373133,15.444594,15.232891,2.35e-05,-46.280499,262.461945,0.000226049,7.19e-05,72.996131,8.846936,3.44e-05,0,-44.62908444,1.050478,14.135077,38,-48.263697,675.319194,-39.920426,-69.673704,1.57e-05,204.451947,-48.04982741,-44.295234,1684.051791,-33.894381,-67.636626,3.91e-05,277.28622,-44.08136391,-44.709152,1530.959249,-33.729032,-68.009285,3.55e-05,307.516247,-44.49528203,3.420743,-0.547719999999998,-0.133801999999996,NA
44," Region44","Mun",-45.184789,1083.272091,-34.410523,-67.425476,0.829325,2.438215,1763.862287,1763.868386,20161002," 16:01:08.45",-14.27528786,-76.7946," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Malagua\Cr170910_JOB_Malagua\JOB_170910_Lance_121_Malagua\L121.EV",16.156169,1.257809,34.325059,13.704903,6.74e-05,3.926885,16.771494,10.349092,15.714564,0.873809,32.673848,9.260656,9.173793,2.13e-05,-46.710687,315.860615,0.000375402,9.56e-05,54.926126,5.482179,2.51e-05,0,-45.9975428,0.829325,2.438215,38,-43.647777,1543.258769,-34.137027,-69.506193,3.58e-05,209.188956,-44.46053081,-44.629101,1231.136874,-35.819417,-68.743781,2.86e-05,204.409433,-45.44185495,-45.304944,1053.71236,-36.650827,-65.440888,2.44e-05,201.226424,-46.1176976,-1.537012,-0.555688000000004,0.120154999999997,NA
25," Region25","Mun",-65.891529,12.475464,-57.615172,-69.974813,1.123874,6.188932,93.644495,93.696435,20170307," 07:49:31.18",-18.22823589,-71.50803333," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Munida\Cr170304_JOB_Munida\JOB_170304_Lance_3_Munida\L3.EV",115.273216,2.53359,263.55508,128.897674,3.56e-07,1.957503,3.565933,0.993674,115.165879,2.14959,262.572407,109.259646,50.214428,2.19e-07,-66.600575,162.759962,1.24e-06,2.83e-07,990.237576,87.784348,2.89e-07,0,-65.38435128,1.123874,6.188932,38,-62.477251,27.383223,-52.804455,-69.95777,6.35e-07,143.555864,-61.97007272,-57.724841,81.794777,-50.149567,-69.973815,1.9e-06,123.98372,-57.21766264,-50.511733,430.562587,-38.636925,-69.993104,9.99e-06,184.255389,-50.00455544,-3.414278,-8.16668800000001,-15.379796,NA
26," Region26","Mun",-68.798887,5.277548,-60.452613,-69.938965,0.928601,20.159843,93.660246,93.719586,20170307," 07:49:57.58",-18.22795,-71.50788333," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Munida\Cr170304_JOB_Munida\JOB_170304_Lance_3_Munida\L3.EV",132.936496,2.338698,295.295984,122.969753,1.8e-07,1.827993,3.672125,-2.902024,133.957808,1.954698,296.570607,103.568488,67.580082,1.11e-07,-69.544594,161.982529,5.08e-07,1.61e-07,1047.38836,68.843342,1.22e-07,0,-69.12059669,0.928601,20.159843,38,-64.173924,15.308353,-52.134788,-69.926131,3.55e-07,190.42916,-64.49563363,-56.171298,96.647592,-46.908052,-69.807304,2.24e-06,142.631363,-56.49300798,-51.578271,278.287517,-44.314586,-69.482658,6.46e-06,119.456389,-51.89998109,-4.62496299999999,-12.627589,-17.220616,NA
27," Region27","Mun",-60.149207,79.360467,-41.144128,-69.987807,1.905606,4.271742,93.699767,93.746055,20170307," 07:50:43.18",-18.22745,-71.5076," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Munida\Cr170304_JOB_Munida\JOB_170304_Lance_3_Munida\L3.EV",105.819925,4.287613,403.353564,201.675582,4.43e-06,11.925688,176.473049,4.931901,105.451995,3.903613,401.849704,182.97504,70.230473,8.82e-07,-60.543683,502.51617,5.38e-05,1.42e-05,1646.575294,197.438585,1.84e-06,0,-57.34887618,1.905606,4.271742,38,-56.370499,189.441451,-37.009859,-69.962891,4.4e-06,597.250327,-53.57016823,-55.836629,214.220984,-43.155352,-69.797596,4.97e-06,187.541743,-53.03629825,-50.003901,820.606298,-41.144398,-69.745752,1.9e-05,133.394421,-47.20356988,-3.77870799999999,-4.31257799999999,-10.145306,NA
28," Region28","Mun",-66.608532,8.712146,-53.838803,-69.984345,0.925735,19.117018,93.831233,93.955221,20170307," 07:54:23.99",-18.22502646,-71.50606667," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Munida\Cr170304_JOB_Munida\JOB_170304_Lance_3_Munida\L3.EV",276.4863,2.923373,684.105727,251.881811,3.6e-07,5.010638,42.612668,0.275405,276.39441,2.539373,683.153946,218.723127,169.798008,1.9e-07,-67.217998,189.60849,2.05e-06,4.64e-07,2807.473778,150.219079,2.02e-07,0,-66.94366692,0.925735,19.117018,38,-61.326706,29.397322,-47.378909,-69.946685,6.82e-07,227.051718,-61.6618407,-53.615826,173.538474,-43.500392,-69.957013,4.03e-06,177.18368,-53.9509606,-49.164394,483.658667,-38.028647,-69.284151,1.12e-05,173.260667,-49.49952859,-5.281826,-12.992706,-17.444138,NA
29," Region29","Mun",-65.23654,10.304029,-47.978833,-69.936583,0.798306,4.811899,93.863294,93.90948,20170307," 07:54:14.39",-18.22511741,-71.50613333," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Munida\Cr170304_JOB_Munida\JOB_170304_Lance_3_Munida\L3.EV",107.641526,1.754024,279.425205,86.103335,1.43e-06,9.433809,92.816643,1.580727,107.508763,1.370024,278.391678,67.170195,91.817618,2.34e-07,-66.303692,611.77241,1.18e-07,3.5e-06,589.158203,34.925443,2.39e-07,0,-66.21484777,0.798306,4.811899,38,-63.637911,14.88915,-55.828161,-69.8458,3.45e-07,149.612641,-64.61621922,-57.925639,55.474978,-50.921834,-69.818521,1.29e-06,142.717757,-58.90394695,-51.305637,254.740099,-41.242716,-69.02249,5.91e-06,161.67255,-52.28394521,-1.598629,-7.31090100000001,-13.930903,NA
30," Region30","Mun",-66.770052,11.381135,-54.095161,-69.953167,1.25516,6.084093,93.965783,94.083001,20170307," 07:57:19.20",-18.22308587,-71.50490254," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Munida\Cr170304_JOB_Munida\JOB_170304_Lance_3_Munida\L3.EV",258.601607,4.579951,867.016065,331.218265,3.31e-07,5.90236,53.195397,0.086748,258.592396,4.195951,866.229642,303.436892,196.783117,1.93e-07,-67.150013,171.95731,1.04e-06,4.07e-07,4340.163784,248.764992,2.64e-07,0,-65.78306241,1.25516,6.084093,38,-64.325043,19.984184,-53.996787,-69.958538,4.64e-07,136.782339,-63.33805404,-58.035815,85.037271,-48.82363,-69.984966,1.97e-06,130.839869,-57.0488252,-50.561623,475.366422,-33.678646,-69.906873,1.1e-05,324.722609,-49.57463332,-2.44500900000001,-8.73423700000001,-16.208429,NA
31," Region31","Mun",-67.20044,7.895529,-57.938555,-69.986128,0.961465,21.651394,93.983909,94.035933,20170307," 07:56:57.60",-18.22334998,-71.50504998," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\Lances_Munida\Cr170304_JOB_Munida\JOB_170304_Lance_3_Munida\L3.EV",116.27823,4.287613,329.034946,111.115192,2.75e-07,2.186039,6.233031,-0.370091,116.418084,3.903613,328.546653,101.285355,84.808147,1.74e-07,-67.602708,158.544053,8.99e-07,3.86e-07,1817.804784,69.121304,1.83e-07,0,-67.37110607,0.961465,21.651394,38,-62.86207,21.439675,-52.40049,-69.823103,4.97e-07,160.140761,-63.03273631,-56.167708,100.150805,-49.103517,-69.868453,2.32e-06,117.772563,-56.3383739,-50.464169,372.398878,-40.708428,-69.882252,8.64e-06,147.145626,-50.63483471,-4.33837,-11.032732,-16.736271,NA
