Sv_mean;NASC;Height_mean;Depth_mean;Time_M;Skewness;Kurtosis;Corrected_length;Corrected_thickness;Corrected_perimeter;Corrected_area;Image_compactness;Corrected_MVBS;X3D_school_area;X3D_school_volume
-60.844342;27.663722;0.779566;4.969734; 08:04:09.71;0.445464;-1.225894;17.503148;0.882795;54.55307;9.555364;24.784565;-62.375223;61.806759;3.429448
-57.380534;89.822934;1.140115;5.344525; 08:04:24.11;1.658301;2.858673;86.449888;3.221493;198.984356;87.644464;35.950382;-57.852028;1113.990874;84.543855
-56.936433;126.447369;1.448976;4.051122; 08:05:04.91;4.54703;32.524606;165.899786;4.293396;575.781492;221.093429;119.324522;-57.299391;2849.094213;204.807894
-58.366441;32.629424;0.519711;2.87465; 08:05:36.11;2.089576;3.417085;39.07756;0.882795;93.992442;14.166441;49.626681;-59.916359;137.98988;4.113213
-56.648656;45.431716;0.487229;6.095232; 08:05:36.11;1.487338;1.268401;25.558736;0.687903;78.727268;7.992004;61.71416;-58.527556;70.32776;1.884169
-60.812018;24.96722;0.698361;4.715922; 08:05:50.51;2.462362;5.972427;37.109582;1.272578;128.334511;19.798039;66.199526;-61.935933;188.899336;5.791712
-56.137806;206.562633;1.96943;6.840997; 08:06:31.31;3.783547;21.141809;108.148838;4.195951;467.337616;195.067234;89.097863;-56.498795;1815.14878;212.117102
-56.788544;87.983333;0.974458;3.543777; 08:07:14.51;2.085858;3.921642;54.786788;1.564915;128.837326;42.902151;30.788922;-57.72268;342.946705;33.871449
-60.118658;44.955377;1.071903;5.829028; 08:07:31.31;1.338015;1.031578;12.327387;1.467469;27.746138;10.473829;5.849109;-61.070361;72.360256;9.068429
-58.563519;40.926154;0.68212;3.521968; 08:07:36.11;0.696612;-0.61005;19.23356;0.882795;52.997151;9.244695;24.177011;-60.097095;67.917154;2.794913
-54.570563;168.615052;1.120626;5.173099; 08:07:50.51;1.255053;0.360758;12.512135;1.370024;27.761832;10.950493;5.600834;-55.56872;68.567684;9.932311
-59.653451;54.587215;1.169349;4.043999; 08:08:19.32;-0.079451;-1.143938;5.893274;0.785349;13.535927;4.628278;3.150263;-61.305123;18.513111;2.854776
-59.460734;31.702249;0.649638;3.946553; 08:08:31.32;1.785586;2.269652;18.364807;0.882795;51.122897;8.283609;25.107383;-60.99311;64.849431;2.532202
-60.844312;43.657113;1.230253;5.000608; 08:09:50.52;1.510782;2.900179;44.18767;2.14959;175.03802;46.165566;52.812504;-61.53857;379.941447;30.26781
-62.904908;20.440316;0.925735;4.728684; 08:10:26.52;1.413036;1.192339;11.241335;1.175132;47.607453;7.843212;22.99567;-64.099406;52.840217;3.785831
-57.487016;95.388337;1.240809;5.605427; 08:11:36.12;2.845864;9.383363;72.657299;3.611276;314.97675;82.18998;96.056832;-57.905381;1049.542286;46.578805
-57.740622;71.369719;0.984202;6.091807; 08:12:14.52;2.823817;8.713017;27.982134;2.344481;99.967079;24.334424;32.680076;-58.357671;262.414359;17.607016
-60.512247;19.908052;0.519711;1.553042; 08:12:31.32;2.310524;6.157927;7.178845;0.882795;16.483603;2.594726;8.333031;-62.048288;25.349789;1.503475
-58.526753;31.446928;0.519711;6.668944; 08:12:45.72;1.59012;1.228878;6.279735;0.785349;14.19339;2.20115;7.283041;-60.143782;19.727137;0.83709
-56.195006;94.143633;0.909494;1.68442; 08:13:04.93;1.56393;2.529298;6.005881;1.175132;18.472873;4.114305;6.600283;-57.368895;28.230815;3.033054
-63.352519;8.062194;0.404775;5.900882; 08:13:21.73;1.484955;3.423472;26.438586;1.272578;63.09607;8.619077;36.756486;-64.479846;134.580641;3.882431
-56.301597;59.053598;0.584675;2.820513; 08:14:14.53;2.112732;4.650485;12.561165;0.980241;26.832667;5.264334;10.883645;-57.690804;49.251858;2.154346
-60.701188;23.944777;0.652887;3.999639; 08:15:14.53;2.056397;4.195342;63.214591;1.662361;159.026976;33.72628;59.670997;-61.590762;420.341872;17.254424
-59.084049;28.524138;0.535952;4.265467; 08:15:36.13;0.816706;-0.498311;24.628463;0.687903;51.200108;8.440242;24.715933;-60.978185;67.768009;2.438441
-62.747418;11.155345;0.487229;4.398052; 08:16:14.53;0.962636;0.417194;32.184459;0.785349;77.39443;10.425437;45.720952;-64.460875;101.104145;3.554392
-60.15547;31.608393;0.760077;4.844803; 08:18:09.74;2.532754;6.664409;21.912448;1.175132;64.900553;12.552523;26.702745;-61.349126;103.000087;6.813674
-61.571056;19.744811;0.657759;3.388947; 08:18:43.34;1.085635;0.459545;17.260209;0.882795;62.493293;7.912072;39.279572;-63.113514;60.948895;1.734869
-57.755318;54.714323;0.757079;4.372034; 08:19:45.74;2.782413;8.999187;106.988413;1.857252;272.934876;67.277125;88.113161;-58.558904;794.817977;40.061595
-62.870337;17.350465;0.779566;5.59095; 08:20:28.94;-0.136922;-1.18011;7.950692;0.785349;26.096218;4.162713;13.018737;-64.550263;24.976275;1.51877
-61.401374;22.305851;0.714602;3.450466; 08:21:07.34;1.111819;0.402533;12.114028;0.882795;25.77658;6.110778;8.652553;-62.935042;42.776808;2.898233
-59.515158;36.715103;0.761849;4.697792; 08:21:33.74;2.350678;5.634491;43.473782;1.954698;103.116122;27.423963;30.854113;-60.271998;339.912502;20.591359
-52.279267;211.225835;0.828289;1.759756; 08:28:31.36;2.536377;8.028813;10.844623;1.564915;23.542049;6.51958;6.764863;-53.188075;67.883663;5.550509
-58.628837;36.475686;0.617156;4.272227; 08:30:38.56;1.242634;0.801166;11.366364;1.077686;40.663755;5.171916;25.442138;-59.895992;48.997506;1.551334
-58.522496;38.363528;0.633397;4.460017; 08:31:02.56;1.130165;0.278809;7.586594;0.687903;24.474247;3.083977;15.45602;-60.372549;20.875374;0.897202
-60.997061;16.0247;0.46774;3.812565; 08:31:24.16;1.261836;-0.035343;20.736261;0.882795;52.163805;6.750811;32.075448;-62.538397;73.223461;1.580465
-60.017784;52.983262;1.234313;4.80305; 08:22:28.95;1.196674;0.453941;11.451851;1.759807;74.054282;11.599761;37.621963;-60.821119;80.612175;3.835541
-56.570108;67.849311;0.714602;5.06718; 08:23:40.95;2.496919;5.424279;12.532256;1.272578;26.958841;6.667137;8.674674;-57.648027;63.793091;3.110146
-59.164469;35.63739;0.68212;4.148405; 08:25:45.75;2.256562;5.283423;10.717769;0.980241;30.795732;5.24681;14.383874;-60.544858;42.02397;2.290509
-60.45385;28.374688;0.730843;4.605936; 08:26:28.95;2.590539;8.081267;14.593753;1.467469;47.234087;8.477019;20.943923;-61.420919;85.663544;3.348987
-55.537726;76.277335;0.633397;6.656295; 08:02:00.10;1.330573;0.699621;13.889377;0.785349;29.581367;5.828909;11.946462;-57.187534;43.632041;3.334269
-56.033108;172.753916;1.607855;6.333974; 08:03:04.90;1.75427;2.813038;14.330872;1.759807;32.037944;18.854993;4.332046;-56.817018;100.878257;21.662015
-61.826458;19.306656;0.68212;1.489528; 08:34:43.37;0.588924;-1.126543;8.317273;0.687903;26.384799;3.640942;15.215421;-63.729488;22.885921;1.609463
-59.115254;38.618075;0.730843;4.001773; 08:36:02.57;1.541427;1.517604;7.573291;0.687903;16.381962;3.567353;5.98654;-60.973505;20.838769;1.604701
-60.96892;17.36094;0.50347;4.950873; 08:54:29.01;0.708443;-0.510806;20.703009;0.980241;50.860313;7.502053;27.438985;-62.37171;81.175724;2.144712
-61.611682;17.387528;0.584675;4.22265; 08:55:02.61;1.636953;1.896373;10.054612;1.077686;22.341777;4.333786;9.165541;-62.891211;43.342874;1.657351
-60.490963;30.94656;0.803928;4.830947; 08:56:09.82;1.333914;1.166839;13.35377;1.954698;31.298964;8.928047;8.731595;-61.223563;104.410361;5.843471
-58.645047;32.514548;0.552193;1.696703; 09:00:24.23;1.244925;1.016565;9.095586;0.980241;26.3814;3.61749;15.310115;-60.045518;35.663452;1.207647
-58.761136;27.932589;0.487229;6.256018; 09:00:41.03;1.356707;1.43063;17.680789;1.175132;39.956718;6.483344;19.596145;-59.935395;83.109055;3.200114
-55.905102;97.048118;0.877012;1.548305; 09:01:19.43;2.134629;4.17178;6.186917;0.882795;13.966462;3.783456;4.102743;-57.422683;21.847115;2.175681
-56.119457;71.846754;0.68212;1.538251; 09:02:29.03;0.555448;-1.082833;5.672265;0.785349;12.93857;2.590369;5.142817;-57.795182;17.818832;1.406112
-61.273662;14.722664;0.457995;6.352634; 09:03:24.23;1.944921;3.924145;28.444763;1.467469;75.126163;10.463777;42.92241;-62.253234;166.967279;4.541074
-62.869536;11.930643;0.535952;5.262071; 09:03:43.43;0.696913;-1.241652;5.747551;0.687903;12.891925;1.97688;6.690298;-64.736755;15.815038;0.573754
-61.136392;19.398439;0.584675;6.830948; 09:03:55.43;0.647789;-0.552097;16.275842;0.882795;41.223226;6.586706;20.530795;-62.657566;57.47292;1.914256
-57.345021;69.661887;0.877012;1.548305; 09:04:02.63;0.424661;-0.906533;4.556218;0.882795;11.405268;3.070448;3.371315;-58.855915;16.088824;1.875075
-41.525608;3399.318112;1.120626;1.855706; 09:04:19.43;2.20916;4.147848;5.22696;1.467469;13.56595;4.643075;3.154168;-42.44171;30.681617;3.980098
-49.475274;616.127759;1.266795;1.656578; 09:05:02.63;0.396244;-1.365974;2.479443;0.882795;6.724474;2.18884;1.643966;-50.924493;8.755358;1.517622
-53.951657;143.716952;0.828289;1.679506; 09:06:05.04;0.450395;-0.993486;5.64183;1.077686;13.321523;3.490176;4.04623;-55.213152;24.320494;2.661841
-55.856859;58.152389;0.519711;1.52868; 09:07:19.44;0.818577;0.139638;16.887019;0.980241;43.335404;6.306689;23.695967;-57.267076;66.213367;2.883528
-54.893738;65.028978;0.465574;1.366507; 09:08:24.24;0.96956;-0.044949;26.558148;0.687903;56.442763;7.923607;31.995118;-56.80227;73.077757;2.309228
-61.188187;28.7527;0.877012;6.355629; 09:09:07.44;1.368107;1.094145;8.555477;1.564915;26.259675;6.036686;9.090132;-62.072152;53.554382;3.02382
-58.519916;59.055886;0.974458;6.230032; 09:09:24.25;1.785878;3.788094;8.320116;1.467469;32.199839;6.431152;12.829471;-59.44025;48.838065;3.697795
-54.268657;146.698566;0.909494;1.733142; 09:13:14.65;3.520584;12.875953;8.535883;1.077686;31.412675;5.711269;13.748881;-55.544593;36.796021;2.792195
-63.486089;20.703252;1.071903;4.385059; 09:15:29.06;0.176601;-1.092725;2.881316;0.687903;7.139689;1.982067;2.046588;-65.340025;7.928268;1.070867
-48.575018;451.91285;0.755205;1.48369; 09:16:48.26;2.641593;6.064786;12.421788;0.785349;27.322074;6.283311;9.45429;-50.263742;39.021761;3.056826
-53.802186;279.998785;1.559132;2.19253; 09:20:02.67;1.62005;1.236805;2.837412;1.175132;8.02509;3.334334;1.537025;-54.915263;13.337336;3.077412
-51.619707;183.196168;0.617156;1.574518; 09:23:17.07;1.450483;0.776505;9.625357;0.882795;27.503826;4.175624;14.416339;-53.142741;33.988864;2.1997
-57.433464;60.6734;0.779566;1.510409; 09:24:33.88;1.348802;1.44063;6.309511;0.785349;14.201672;3.303446;4.858496;-59.116928;19.820676;1.698004
-62.668504;24.991774;1.071903;4.482505; 09:28:36.29;1.546072;1.75694;3.14625;0.687903;7.66782;2.164316;2.161789;-64.509892;8.657264;1.169332
-58.242319;75.544726;1.169349;3.459324; 09:37:33.90;0.930234;0.107268;2.880115;0.785349;7.297175;2.261896;1.873385;-59.847556;9.047584;1.395164
-49.513162;319.482803;0.662631;1.484615; 09:39:24.31;2.882103;8.457492;17.055547;0.882795;37.526506;7.968002;14.064263;-51.050164;60.2262;3.934359
-48.798733;287.994903;0.506718;1.555384; 09:41:24.31;2.364797;5.174511;33.394379;0.980241;78.43494;12.207276;40.104261;-50.2137;130.93811;5.695008
-60.88586;17.125322;0.487229;4.945372; 09:41:19.51;1.040164;-0.053039;13.37335;0.785349;28.538484;4.396762;14.740731;-62.569836;42.010994;1.9347
-64.560785;8.082374;0.535952;2.631036; 09:42:02.71;0.778154;-0.992811;6.816898;0.687903;14.95597;2.344702;7.591573;-66.477008;18.757468;0.680512
-63.602463;15.269584;0.812048;14.527214; 11:22:36.53;0.930819;0.142852;16.667533;0.980241;72.275894;9.861945;42.151645;-64.992964;65.352773;2.622741
-64.215389;9.547004;0.584675;40.618641; 11:23:26.93;1.899194;3.482973;16.603059;0.882795;79.50019;6.773904;74.248452;-65.701581;58.628381;1.110075
-63.636358;10.454104;0.560313;12.926392; 11:24:07.73;1.810845;3.873833;22.114444;0.980241;56.366311;8.751775;28.889048;-65.039212;86.709909;2.507854
-63.901436;13.683626;0.779566;15.319285; 11:25:14.93;1.385073;1.514542;17.67939;1.370024;50.231803;10.694579;18.775174;-64.935515;96.884732;5.833439
-58.580153;91.817482;1.536204;8.939558; 11:26:10.14;3.101303;14.89925;194.62392;4.293396;659.433131;274.542562;126.043943;-58.939302;3342.390596;271.130801
-62.777539;12.73998;0.560313;15.078672; 11:33:07.75;-0.05759;-0.216788;21.079117;0.980241;55.088709;8.529463;28.313505;-64.162442;82.65043;2.303365
-60.693554;14.32054;0.389783;9.900489; 11:35:17.36;0.500316;-1.341998;26.431785;0.687903;55.108478;6.570753;36.780007;-62.573503;72.730055;1.503593
-64.05368;11.147836;0.657759;13.653234; 11:36:38.96;0.924779;-0.175989;22.038792;1.370024;69.040869;11.313493;33.527868;-65.099682;120.774666;4.489965
-63.078606;15.742946;0.742087;15.427928; 11:37:19.76;1.457855;2.457406;73.568536;2.344481;281.306214;46.410025;135.686609;-63.718342;689.92022;15.458421
-61.117095;14.072373;0.422265;13.196405; 11:37:17.36;0.390357;-1.316576;32.977221;0.980241;78.939732;10.113782;49.030671;-62.506781;129.302449;2.980015
-64.320053;9.319674;0.584675;18.267832; 11:37:19.76;1.666814;2.214082;28.013576;0.882795;93.432741;11.491602;60.45159;-65.86588;98.920966;3.075706
-63.184212;10.592363;0.51159;11.16914; 11:37:19.76;1.896443;4.245425;22.41728;0.785349;57.570923;7.663861;34.415087;-64.878333;70.421565;2.307845
-63.646501;14.510912;0.779566;13.051641; 11:38:00.56;1.447571;0.626533;11.0751;0.882795;46.112752;6.035424;28.036542;-65.15901;39.108166;1.413925
-64.522378;8.005911;0.526207;33.348104; 11:40:43.77;1.183643;0.613598;28.084923;0.687903;68.790046;9.454006;39.831389;-66.416466;77.278852;2.531359
-63.713604;58.265607;3.178929;28.890889; 11:45:07.78;2.239868;9.027378;1145.805516;14.33031;7619.930484;3354.4543;1377.432339;-63.8257;65678.9917;5960.350861
-64.67082;7.16379;0.487229;28.18781; 11:46:46.18;0.617614;-0.404794;13.77968;0.687903;38.599717;4.244642;27.93298;-66.546466;37.916353;1.111693
-64.143456;6.875402;0.414144;41.056191; 11:47:07.78;1.764779;3.18231;39.517651;0.687903;103.536026;10.584391;80.594844;-66.030509;108.737299;2.875759
-62.927074;10.703292;0.487229;38.458593; 11:47:24.58;0.846525;0.077294;30.156879;0.882795;73.231168;10.356156;41.208184;-64.42158;106.489353;3.314858
-64.179085;8.343526;0.506718;9.047464; 11:51:38.99;1.056854;-0.060212;67.5812;0.882795;192.440094;23.391129;125.988259;-65.740454;238.641348;5.401391
-58.458353;98.234345;1.59811;5.951322; 11:51:43.79;1.964348;4.204086;65.943981;3.026602;298.238722;94.004416;75.29566;-58.955764;798.344637;71.39509
-61.735669;19.010419;0.657759;9.035387; 11:51:58.19;1.385446;0.831855;107.362708;1.564915;353.60828;56.390274;176.453706;-62.675102;672.054131;21.181232
-62.436168;33.315994;1.354496;6.988053; 11:52:38.99;3.110764;12.169679;135.353923;4.390842;770.375274;167.687484;281.639884;-62.792254;2377.270879;88.688253
-61.306751;21.760943;0.68212;8.937168; 11:52:58.19;2.527928;7.682154;41.092492;0.882795;112.225653;19.769002;50.697866;-62.846018;145.104967;6.200405
-62.704902;17.273134;0.747084;6.211108; 11:53:02.99;1.852529;2.333494;39.07182;0.882795;136.293659;20.274366;72.911184;-64.25597;137.96961;6.084464
-61.138437;32.315516;0.974458;5.759044; 11:53:29.39;1.010742;0.784777;120.350507;1.662361;410.963052;95.603638;140.579266;-62.031134;800.263936;44.643567
-63.524232;14.303362;0.747084;7.778714; 11:54:07.80;0.258115;-0.736782;39.277312;1.175132;160.330978;22.369717;91.445962;-64.737008;184.624129;9.716115
-61.955373;11.780676;0.428761;5.975197; 11:54:17.40;1.030912;-0.568231;68.295778;1.077686;193.028579;21.678567;136.773764;-63.265604;294.405723;4.342806
-61.636955;23.460438;0.793487;7.072511; 11:54:36.60;2.596891;8.116298;191.718935;1.662361;418.042934;122.540463;113.48864;-62.532103;1274.824288;93.150591
-64.433262;7.062124;0.454747;6.521905; 11:55:03.00;1.248249;0.514872;41.098775;0.882795;108.541489;13.321119;70.378659;-65.99588;145.127152;3.187093
-62.494173;15.963981;0.657759;6.265401; 11:55:12.60;0.874083;-0.406062;50.899119;1.370024;107.306548;26.207556;34.963594;-63.552012;278.931991;12.783062
-62.067189;38.191705;1.426252;6.162688; 11:55:46.20;2.454781;7.757394;146.091398;2.83171;567.344048;183.210905;139.807935;-62.611948;1654.753937;140.826784
-57.962755;46.99778;0.68212;11.700452; 11:56:15.00;1.566797;1.134013;24.638076;0.882795;76.924783;11.819576;39.840136;-59.462286;87.001468;3.06846
-65.055776;9.834186;0.730843;23.425961; 12:04:07.82;1.194289;0.647297;25.875059;0.785349;78.615385;12.727718;38.641564;-66.783807;81.28382;4.433315
-62.318546;9.029664;0.357301;13.781193; 12:04:55.82;0.584605;0.281343;123.875095;0.785349;248.26651;29.077179;168.684099;-64.032597;389.140785;7.339191
-63.15813;9.47215;0.454747;12.145918; 12:05:19.82;0.366398;-0.234795;43.508131;0.687903;113.979516;12.629382;81.8581;-65.061559;119.717557;2.223962
-62.314516;14.1733;0.560313;14.277922; 12:05:51.02;1.240107;0.422556;54.004647;1.175132;192.516928;23.088718;127.740367;-63.514639;253.850389;5.619518
-63.030142;14.633178;0.68212;15.109661; 12:06:15.02;2.024615;3.389452;65.449307;2.052144;267.887232;37.704172;151.462373;-63.754344;537.245611;10.102251
-64.860052;10.058911;0.714602;18.319803; 12:06:22.22;0.403997;0.009718;39.657142;0.980241;133.513377;20.48811;69.236928;-66.291848;155.494168;6.672718
-62.863522;13.90217;0.623653;13.569322; 12:07:43.83;1.44792;1.944207;67.771931;0.785349;219.099334;28.638198;133.39101;-64.572642;212.898505;9.036685
-61.041606;24.783092;0.730843;2.695999; 12:10:39.03;1.56161;0.987491;26.714403;0.687903;80.066743;12.560063;40.616512;-62.950413;73.507709;3.382928
-64.560211;11.26783;0.747084;11.985828; 12:11:41.43;0.752465;-0.288347;41.105988;0.980241;219.188203;22.141097;172.673364;-65.988012;161.17504;3.862778
-61.250685;12.596394;0.389783;7.527685; 12:11:46.23;0.253189;-1.420725;53.852185;0.687903;110.479708;13.699901;70.898612;-63.155509;148.180394;4.310137
-44.593097;1159.958071;0.774926;1.118584; 11:17:02.92;7.702108;69.873851;280.442222;1.370024;596.571195;169.185995;167.398008;-45.662602;1536.849935;93.726736
-43.50773;1480.083325;0.770136;1.109688; 11:18:07.72;6.904124;51.356552;413.897358;1.467469;1025.512312;252.298053;331.709564;-44.514533;2429.526891;127.725684
-42.252363;2646.774488;1.031481;1.688628; 11:24:10.13;8.925485;103.665805;1693.766217;4.195951;4877.840268;1552.216436;1219.812298;-42.631424;28427.83824;1373.941039
-63.102131;10.79446;0.51159;3.187868; 11:25:19.73;0.410496;-0.935116;22.383978;0.785349;47.295413;7.647846;23.274966;-64.816834;70.316951;3.224454
-41.995613;1932.705062;0.709962;1.175463; 11:30:24.55;6.320855;51.122942;197.838425;2.441927;496.916284;121.419068;161.833975;-42.624747;1932.427996;60.635807
-58.51616;35.464191;0.584675;3.345638; 11:29:48.54;2.652301;6.828962;27.822039;1.564915;80.756228;13.145203;39.479796;-59.443097;174.156529;4.27932
-57.416;60.917873;0.779566;3.573011; 11:30:02.94;0.775451;-0.618078;17.11935;0.882795;46.643927;9.341065;18.53463;-58.943086;60.4515;3.805776
-59.880086;48.213618;1.088144;4.092722; 11:30:36.55;3.890762;22.153282;33.460617;2.052144;141.015183;30.811794;51.357621;-60.60177;274.664021;15.903885
-40.310784;2904.568789;0.723883;1.111631; 11:32:12.55;3.199696;12.130405;190.603966;1.370024;426.033278;108.229705;133.453728;-41.378618;1044.527785;54.191541
-54.875422;140.099453;0.998819;3.403471; 11:32:55.75;1.761517;2.305418;20.354048;1.175132;66.582718;15.359789;22.968251;-56.062625;95.674785;7.206178
-45.156666;800.697063;0.609036;0.993947; 11:33:34.15;3.124283;10.040097;40.123166;0.687903;83.648138;15.720267;35.419529;-47.068712;110.403442;5.720867
-37.872549;5883.144485;0.83632;1.183323; 11:35:55.76;6.098944;48.136695;495.226295;1.467469;1082.980708;325.230055;286.972911;-38.879309;2906.917805;210.799074
-39.822848;3307.277884;0.736654;1.156459; 11:43:34.17;14.482897;299.815056;1167.165136;1.467469;2545.195676;683.745119;753.942544;-40.831026;6851.116651;391.700963
-45.191252;960.840696;0.73669;1.217814; 11:51:19.79;6.969244;54.567328;333.907495;1.175132;807.632734;186.118904;278.886489;-46.415935;1569.541736;97.007794
-42.886904;1162.025613;0.5241;1.091001; 11:55:12.60;7.220982;64.270722;498.395251;1.077686;1221.916594;191.741438;619.665449;-44.208217;2148.455127;74.362608
-35.368407;8541.06739;0.68212;1.214205; 11:57:27.00;3.027548;8.825202;112.524041;0.882795;255.164638;53.307559;97.19464;-36.927775;397.342587;27.784508
-44.782134;1117.201252;0.779566;1.120626; 11:58:31.81;0.112424;-2.251243;13.146286;0.395566;27.099856;5.200225;11.238335;-47.693768;20.800899;1.61559
-43.897175;1540.918752;0.877012;1.169349; 11:58:34.21;2.011384;3.715235;12.872171;0.493012;26.991765;6.346132;9.135737;-46.361766;25.38453;2.45729
-29.748348;31154.30068;0.68212;1.071903; 12:00:00.61;1.016699;-0.550961;13.373597;0.29812;26.793575;3.986941;14.328861;-33.301742;15.947764;0.933515
-46.688474;630.239179;0.68212;1.071903; 12:00:48.61;1.609295;1.838798;14.256561;0.29812;29.200114;4.250171;15.964409;-50.252638;17.000682;0.995148
-38.71768;5078.427315;0.877012;1.169349; 12:01:05.41;2.33174;5.306855;13.661936;0.493012;28.888288;6.735496;9.85971;-41.180519;26.941985;2.608055
-55.266888;82.434678;0.643142;1.48531; 12:06:19.82;2.543374;6.376871;65.775091;0.687903;160.470117;26.993203;75.914381;-57.183725;180.987624;10.639216
-45.754692;1495.858063;1.305773;2.333608; 12:10:00.63;5.855221;36.044704;134.215655;2.734264;523.391907;153.173117;142.318577;-46.314629;1467.924306;127.440261
-33.360216;77498.47781;3.89783;5.895468; 12:23:00.66;1.63186;2.348938;12.137323;3.51383;31.784671;42.648496;1.885046;-33.684108;170.593982;117.699439
-41.003285;23669.25541;6.918649;7.698215; 12:20:43.85;1.925478;4.283069;11.792702;6.534649;36.654701;77.061165;1.387439;-41.112646;308.244658;395.501114
-37.44651;37429.06306;4.823565;6.54806; 12:20:53.45;2.99293;10.236035;52.798004;7.119324;201.174505;241.542539;13.333446;-37.624209;1503.544288;1027.082565
-36.423563;28134.92996;2.864905;6.887493; 12:22:17.46;5.607585;34.428908;66.567739;8.483564;315.790795;182.306037;43.529935;-36.57048;2258.92672;426.682932
-63.30771;11.766169;0.584675;3.459324; 12:22:27.06;0.216298;-1.275873;26.6459;0.785349;55.286457;10.254897;23.718999;-65.024379;83.705337;5.339343
-51.712077;230.075541;0.791747;1.421209; 12:21:53.45;4.2378;17.186892;108.02464;1.175132;220.694826;64.405946;60.179486;-52.932711;507.772915;42.615781
-45.782988;9094.311138;7.990552;9.834495; 12:23:46.26;3.738564;15.069099;38.877632;10.822262;181.04701;298.470572;8.739193;-45.864463;1682.975746;1514.987657
-54.117481;56.960622;0.34106;7.176184; 12:24:07.86;1.382076;0.078519;53.494811;0.687903;108.005501;11.744823;79.037907;-56.007519;147.197041;2.387856
-44.420801;3035.321421;1.948915;4.726119; 12:24:12.66;1.612575;1.507226;13.09194;1.564915;28.729031;20.487777;3.205806;-45.283907;81.951106;25.181148
-56.737255;77.899986;0.85265;1.770729; 12:24:22.26;1.686913;1.575594;54.488743;1.467469;193.144825;36.606074;81.096691;-57.735328;319.842257;14.242025
-54.52657;414.720753;2.728481;3.751662; 12:24:55.86;2.251846;5.675185;13.306671;2.344481;31.450967;31.197242;2.523143;-55.126715;124.788969;57.445082
